matrix,mode,schedule,chunk_size,num_threads,run_number,l1_loads,l1_misses,l1_miss_rate_percent,llc_loads,llc_misses,llc_miss_rate_percent
rajat24.mtx,parallel,dynamic,10,32,4,1532090254,4212636,0.2750,724001,336519,46.4805
rajat24.mtx,parallel,dynamic,10,32,5,1527381931,4242686,0.2778,694594,326447,46.9982
rajat24.mtx,parallel,dynamic,100,1,1,1521308306,3113802,0.2047,117921,20671,17.5295
rajat24.mtx,parallel,dynamic,100,1,2,1521308298,3164012,0.2080,118725,20392,17.1758
rajat24.mtx,parallel,dynamic,100,1,3,1521308302,3146628,0.2068,118302,20551,17.3716
rajat24.mtx,parallel,dynamic,100,1,4,1521308298,3187820,0.2095,109554,9275,8.4661
rajat24.mtx,parallel,dynamic,100,1,5,1521308303,3164206,0.2080,118311,20165,17.0441
rajat24.mtx,parallel,dynamic,100,2,1,1521614593,3196351,0.2101,151010,23128,15.3155
rajat24.mtx,parallel,dynamic,100,2,2,1521610595,3274303,0.2152,150298,23043,15.3315
rajat24.mtx,parallel,dynamic,100,2,3,1521614540,3190895,0.2097,149804,23340,15.5804
rajat24.mtx,parallel,dynamic,100,2,4,1521452216,3316143,0.2180,140645,12017,8.5442
rajat24.mtx,parallel,dynamic,100,2,5,1521614604,3307197,0.2173,148604,23232,15.6335
rajat24.mtx,parallel,dynamic,100,4,1,1522218261,3227572,0.2120,195686,61513,31.4345
rajat24.mtx,parallel,dynamic,100,4,2,1522232587,3263623,0.2144,197776,62551,31.6272
rajat24.mtx,parallel,dynamic,100,4,3,1522222787,3329554,0.2187,196014,61164,31.2039
rajat24.mtx,parallel,dynamic,100,4,4,1521688112,3296310,0.2166,183950,51483,27.9875
rajat24.mtx,parallel,dynamic,100,4,5,1522226394,3263840,0.2144,194962,61516,31.5528
rajat24.mtx,parallel,dynamic,100,8,1,1523470882,3230086,0.2120,232458,115023,49.4812
rajat24.mtx,parallel,dynamic,100,8,2,1522374107,3371652,0.2215,216012,84839,39.2751
rajat24.mtx,parallel,dynamic,100,8,3,1522243752,3340921,0.2195,217485,98754,45.4073
rajat24.mtx,parallel,dynamic,100,8,4,1523474936,3258804,0.2139,232202,112998,48.6637
rajat24.mtx,parallel,dynamic,100,8,5,1523477902,3297854,0.2165,232072,113511,48.9120
rajat24.mtx,parallel,dynamic,100,16,1,1525993085,3350548,0.2196,248530,116989,47.0724
rajat24.mtx,parallel,dynamic,100,16,2,1526069891,3259363,0.2136,249593,117614,47.1223
rajat24.mtx,parallel,dynamic,100,16,3,1526022944,3317588,0.2174,249711,117926,47.2250
rajat24.mtx,parallel,dynamic,100,16,4,1523571536,3318625,0.2178,233034,104137,44.6875
rajat24.mtx,parallel,dynamic,100,16,5,1526048216,3336157,0.2186,251139,114085,45.4270
rajat24.mtx,parallel,dynamic,100,32,1,1526643805,3330923,0.2182,240110,99112,41.2777
rajat24.mtx,parallel,dynamic,100,32,2,1526520503,3347969,0.2193,247045,106302,43.0294
rajat24.mtx,parallel,dynamic,100,32,3,1527271845,3363669,0.2202,242756,106203,43.7489
rajat24.mtx,parallel,dynamic,100,32,4,1526575493,3401347,0.2228,246975,106951,43.3044
rajat24.mtx,parallel,dynamic,100,32,5,1526662882,3369114,0.2207,245045,101486,41.4153
rajat24.mtx,parallel,dynamic,1000,1,1,1521266405,3218550,0.2116,109227,9145,8.3725
rajat24.mtx,parallel,dynamic,1000,1,2,1521266407,3158824,0.2076,109510,10157,9.2750
rajat24.mtx,parallel,dynamic,1000,1,3,1521266401,3175624,0.2087,110584,9913,8.9642
rajat24.mtx,parallel,dynamic,1000,1,4,1521266404,3185809,0.2094,110426,10147,9.1890
rajat24.mtx,parallel,dynamic,1000,1,5,1521266407,3144103,0.2067,110094,10356,9.4065
rajat24.mtx,parallel,dynamic,1000,2,1,1521389571,3195899,0.2101,119671,11050,9.2336
rajat24.mtx,parallel,dynamic,1000,2,2,1521395039,3202254,0.2105,119464,10057,8.4184
rajat24.mtx,parallel,dynamic,1000,2,3,1521408566,3218680,0.2116,120338,12189,10.1290
rajat24.mtx,parallel,dynamic,1000,2,4,1521396822,3282389,0.2157,119819,9870,8.2374
rajat24.mtx,parallel,dynamic,1000,2,5,1521395192,3253825,0.2139,118926,10747,9.0367
rajat24.mtx,parallel,dynamic,1000,4,1,1521657623,3233656,0.2125,138092,33061,23.9413
rajat24.mtx,parallel,dynamic,1000,4,2,1521656910,3159462,0.2076,138183,32787,23.7272
rajat24.mtx,parallel,dynamic,1000,4,3,1521651144,3223046,0.2118,138856,31684,22.8179
rajat24.mtx,parallel,dynamic,1000,4,4,1521652865,3187785,0.2095,139711,31993,22.8994
rajat24.mtx,parallel,dynamic,1000,4,5,1521664597,3179373,0.2089,137203,34062,24.8260
rajat24.mtx,parallel,dynamic,1000,8,1,1523448040,3162410,0.2076,162980,71854,44.0876
rajat24.mtx,parallel,dynamic,1000,8,2,1522226772,3210138,0.2109,152860,64453,42.1647
rajat24.mtx,parallel,dynamic,1000,8,3,1523429089,3196366,0.2098,164492,73884,44.9165
rajat24.mtx,parallel,dynamic,1000,8,4,1522318871,3265867,0.2145,153948,64045,41.6017
rajat24.mtx,parallel,dynamic,1000,8,5,1522232141,3215755,0.2113,149700,50118,33.4790
rajat24.mtx,parallel,dynamic,1000,16,1,1523416066,3253663,0.2136,158395,58202,36.7448
rajat24.mtx,parallel,dynamic,1000,16,2,1523568876,3220421,0.2114,159845,58034,36.3064
rajat24.mtx,parallel,dynamic,1000,16,3,1525981808,3175942,0.2081,170731,70958,41.5613
rajat24.mtx,parallel,dynamic,1000,16,4,1523541418,3215482,0.2111,157939,58593,37.0985
rajat24.mtx,parallel,dynamic,1000,16,5,1524017942,3153915,0.2069,159458,61158,38.3537
rajat24.mtx,parallel,dynamic,1000,32,1,1526965286,3219729,0.2109,164029,56149,34.2311
rajat24.mtx,parallel,dynamic,1000,32,2,1527127314,3277437,0.2146,159959,49313,30.8285
rajat24.mtx,parallel,dynamic,1000,32,3,1527324231,3193928,0.2091,162885,53299,32.7219
rajat24.mtx,parallel,dynamic,1000,32,4,1526725318,3268040,0.2141,162253,52327,32.2503
rajat24.mtx,parallel,dynamic,1000,32,5,1526926893,3265327,0.2138,162209,55325,34.1072
rajat24.mtx,parallel,guided,1,1,1,1521261726,3245853,0.2134,109833,8910,8.1123
rajat24.mtx,parallel,guided,1,1,2,1521261726,3173061,0.2086,109493,10637,9.7148
rajat24.mtx,parallel,guided,1,1,3,1521261726,3174210,0.2087,110780,8962,8.0899
rajat24.mtx,parallel,guided,1,1,4,1521261725,3106353,0.2042,111348,10788,9.6885
rajat24.mtx,parallel,guided,1,1,5,1521261726,3198959,0.2103,110552,8484,7.6742
rajat24.mtx,parallel,guided,1,2,1,1521432434,3220459,0.2117,110035,9304,8.4555
rajat24.mtx,parallel,guided,1,2,2,1521434036,3193033,0.2099,108734,10485,9.6428
rajat24.mtx,parallel,guided,1,2,3,1521442708,3236186,0.2127,109519,10202,9.3153
rajat24.mtx,parallel,guided,1,2,4,1521429424,3183323,0.2092,109109,9657,8.8508
rajat24.mtx,parallel,guided,1,2,5,1521606199,3161916,0.2078,117611,21156,17.9881
rajat24.mtx,parallel,guided,1,4,1,1521730779,3167842,0.2082,116327,14583,12.5362
rajat24.mtx,parallel,guided,1,4,2,1522214114,3067085,0.2015,125607,27250,21.6947
rajat24.mtx,parallel,guided,1,4,3,1522245612,3153082,0.2071,125507,26432,21.0602
rajat24.mtx,parallel,guided,1,4,4,1521687880,3146346,0.2068,118491,19231,16.2299
rajat24.mtx,parallel,guided,1,4,5,1522249192,3134920,0.2059,125488,26724,21.2961
rajat24.mtx,parallel,guided,1,8,1,1523455159,3148011,0.2066,136013,46973,34.5357
rajat24.mtx,parallel,guided,1,8,2,1523488450,3076001,0.2019,138671,48851,35.2280
rajat24.mtx,parallel,guided,1,8,3,1522327523,3181320,0.2090,129215,36412,28.1794
rajat24.mtx,parallel,guided,1,8,4,1523512151,3078573,0.2021,140649,40166,28.5576
rajat24.mtx,parallel,guided,1,8,5,1522247783,3173776,0.2085,126271,32597,25.8151
rajat24.mtx,parallel,guided,1,16,1,1526357662,3169732,0.2077,146523,47186,32.2038
rajat24.mtx,parallel,guided,1,16,2,1523638750,3217456,0.2112,134156,33169,24.7242
rajat24.mtx,parallel,guided,1,16,3,1523428236,3239403,0.2126,134503,35236,26.1972
rajat24.mtx,parallel,guided,1,16,4,1526088970,3148058,0.2063,145731,45949,31.5300
rajat24.mtx,parallel,guided,1,16,5,1526257512,3138934,0.2057,148701,46161,31.0428
rajat24.mtx,parallel,guided,1,32,1,1531562469,3183638,0.2079,156308,48652,31.1257
rajat24.mtx,parallel,guided,1,32,2,1526512163,3276592,0.2146,149016,45211,30.3397
rajat24.mtx,parallel,guided,1,32,3,1532212062,3144224,0.2052,159635,49343,30.9099
rajat24.mtx,parallel,guided,1,32,4,1532070648,3106035,0.2027,161228,53313,33.0668
rajat24.mtx,parallel,guided,1,32,5,1532387004,3135976,0.2046,161719,55291,34.1896
rajat24.mtx,parallel,guided,10,1,1,1521261734,3132131,0.2059,117940,20385,17.2842
rajat24.mtx,parallel,guided,10,1,2,1521261734,3123180,0.2053,117734,20163,17.1259
rajat24.mtx,parallel,guided,10,1,3,1521261733,3106810,0.2042,119661,21092,17.6265
rajat24.mtx,parallel,guided,10,1,4,1521261729,3134087,0.2060,118014,20150,17.0742
rajat24.mtx,parallel,guided,10,1,5,1521261733,3093258,0.2033,119027,20253,17.0155
rajat24.mtx,parallel,guided,10,2,1,1521600231,3132899,0.2059,119101,21441,18.0024
rajat24.mtx,parallel,guided,10,2,2,1521604924,3161868,0.2078,117070,20862,17.8201
rajat24.mtx,parallel,guided,10,2,3,1521604600,3133017,0.2059,118405,20472,17.2898
rajat24.mtx,parallel,guided,10,2,4,1521606518,3149040,0.2070,116816,20515,17.5618
rajat24.mtx,parallel,guided,10,2,5,1521604051,3089957,0.2031,118328,20766,17.5495
rajat24.mtx,parallel,guided,10,4,1,1522239181,3147931,0.2068,126336,25444,20.1399
rajat24.mtx,parallel,guided,10,4,2,1522183795,3124683,0.2053,127326,30510,23.9621
rajat24.mtx,parallel,guided,10,4,3,1522234639,3181570,0.2090,127850,27600,21.5878
rajat24.mtx,parallel,guided,10,4,4,1521693630,3143281,0.2066,119820,16812,14.0310
rajat24.mtx,parallel,guided,10,4,5,1522254186,3131765,0.2057,125041,25103,20.0758
rajat24.mtx,parallel,guided,10,8,1,1522225969,3202948,0.2104,128366,40510,31.5582
rajat24.mtx,parallel,guided,10,8,2,1523427418,3163170,0.2076,136249,43521,31.9423
rajat24.mtx,parallel,guided,10,8,3,1523495045,3155974,0.2072,139019,50852,36.5792
rajat24.mtx,parallel,guided,10,8,4,1522406236,3165302,0.2079,129641,34510,26.6197
rajat24.mtx,parallel,guided,10,8,5,1523531182,3176158,0.2085,139520,43396,31.1038
rajat24.mtx,parallel,guided,10,16,1,1526115355,3150423,0.2064,146587,52941,36.1158
rajat24.mtx,parallel,guided,10,16,2,1523649637,3227126,0.2118,138143,40894,29.6027
rajat24.mtx,parallel,guided,10,16,3,1523794175,3261954,0.2141,134760,36487,27.0755
rajat24.mtx,parallel,guided,10,16,4,1523959951,3178614,0.2086,141119,42556,30.1561
rajat24.mtx,parallel,guided,10,16,5,1523601605,3229561,0.2120,136375,40312,29.5597
rajat24.mtx,parallel,guided,10,32,1,1527156984,3269944,0.2141,151180,46740,30.9168
rajat24.mtx,parallel,guided,10,32,2,1527424104,3283825,0.2150,150441,45021,29.9260
rajat24.mtx,parallel,guided,10,32,3,1527408676,3279750,0.2147,148791,42717,28.7094
rajat24.mtx,parallel,guided,10,32,4,1532172083,3120413,0.2037,159919,51226,32.0325
rajat24.mtx,parallel,guided,10,32,5,1532558963,3133476,0.2045,161885,59410,36.6989
rajat24.mtx,parallel,guided,100,1,1,1521261730,3212404,0.2112,109031,10964,10.0559
rajat24.mtx,parallel,guided,100,1,2,1521261730,3212451,0.2112,109789,8797,8.0126
rajat24.mtx,parallel,guided,100,1,3,1521261730,3127321,0.2056,109822,10421,9.4890
rajat24.mtx,parallel,guided,100,1,4,1521261731,3214414,0.2113,110995,10235,9.2211
rajat24.mtx,parallel,guided,100,1,5,1521261733,3189851,0.2097,111604,9343,8.3716
rajat24.mtx,parallel,guided,100,2,1,1521432885,3150017,0.2070,109688,10450,9.5270
rajat24.mtx,parallel,guided,100,2,2,1521428208,3163966,0.2080,108939,10479,9.6191
rajat24.mtx,parallel,guided,100,2,3,1521430049,3286068,0.2160,107942,8853,8.2016
rajat24.mtx,parallel,guided,100,2,4,1521435578,3172064,0.2085,108393,9992,9.2183
rajat24.mtx,parallel,guided,100,2,5,1521430728,3122175,0.2052,109015,9415,8.6364
rajat24.mtx,parallel,guided,100,4,1,1521712976,3159345,0.2076,116758,14631,12.5310
rajat24.mtx,parallel,guided,100,4,2,1521691837,3187023,0.2094,118964,21220,17.8373
rajat24.mtx,parallel,guided,100,4,3,1521723185,3171176,0.2084,117120,16326,13.9395
rajat24.mtx,parallel,guided,100,4,4,1521725408,3211194,0.2110,116616,15721,13.4810
rajat24.mtx,parallel,guided,100,4,5,1521716804,3156468,0.2074,115516,15283,13.2302
rajat24.mtx,parallel,guided,100,8,1,1523472325,3117811,0.2047,138400,50051,36.1640
rajat24.mtx,parallel,guided,100,8,2,1522420879,3216083,0.2112,131351,35580,27.0877
rajat24.mtx,parallel,guided,100,8,3,1522233431,3208278,0.2108,129352,34462,26.6420
rajat24.mtx,parallel,guided,100,8,4,1523546373,3155011,0.2071,137909,38655,28.0294
rajat24.mtx,parallel,guided,100,8,5,1522266279,3234764,0.2125,128104,37823,29.5252
rajat24.mtx,parallel,guided,100,16,1,1523601914,3253335,0.2135,141811,36893,26.0156
rajat24.mtx,parallel,guided,100,16,2,1523599570,3240688,0.2127,139420,42645,30.5874
rajat24.mtx,parallel,guided,100,16,3,1523787399,3215372,0.2110,140593,37269,26.5084
rajat24.mtx,parallel,guided,100,16,4,1523847083,3253878,0.2135,142696,34138,23.9236
rajat24.mtx,parallel,guided,100,16,5,1524104397,3167083,0.2078,138151,31490,22.7939
rajat24.mtx,parallel,guided,100,32,1,1528015168,3198413,0.2093,145665,41614,28.5683
rajat24.mtx,parallel,guided,100,32,2,1527597737,3216579,0.2106,148256,41840,28.2215
rajat24.mtx,parallel,guided,100,32,3,1527610047,3149861,0.2062,149403,43982,29.4385
rajat24.mtx,parallel,guided,100,32,4,1526970666,3224490,0.2112,143809,39268,27.3057
rajat24.mtx,parallel,guided,100,32,5,1527515823,3219399,0.2108,147978,43715,29.5416
rajat24.mtx,parallel,guided,1000,1,1,1521261730,3230651,0.2124,109589,9483,8.6532
rajat24.mtx,parallel,guided,1000,1,2,1521261729,3170061,0.2084,110296,10500,9.5198
rajat24.mtx,parallel,guided,1000,1,3,1521261726,3118249,0.2050,110356,10600,9.6053
rajat24.mtx,parallel,guided,1000,1,4,1521261732,3194225,0.2100,110541,9528,8.6194
rajat24.mtx,parallel,guided,1000,1,5,1521261732,3205866,0.2107,110263,9122,8.2729
rajat24.mtx,parallel,guided,1000,2,1,1521432203,3126833,0.2055,107201,10695,9.9766
rajat24.mtx,parallel,guided,1000,2,2,1521443811,3218400,0.2115,109598,9887,9.0212
rajat24.mtx,parallel,guided,1000,2,3,1521436734,3179430,0.2090,108445,10545,9.7238
rajat24.mtx,parallel,guided,1000,2,4,1521433610,3205384,0.2107,110356,10310,9.3425
rajat24.mtx,parallel,guided,1000,2,5,1521433014,3129059,0.2057,108834,9729,8.9393
rajat24.mtx,parallel,guided,1000,4,1,1521642056,3229140,0.2122,116390,26534,22.7975
rajat24.mtx,parallel,guided,1000,4,2,1521650747,3209001,0.2109,117353,18859,16.0703
rajat24.mtx,parallel,guided,1000,4,3,1521741258,3230341,0.2123,114391,15358,13.4259
rajat24.mtx,parallel,guided,1000,4,4,1521725721,3263309,0.2144,116100,17511,15.0827
rajat24.mtx,parallel,guided,1000,4,5,1521723554,3195637,0.2100,115675,14882,12.8654
rajat24.mtx,parallel,guided,1000,8,1,1523507028,3169367,0.2080,137648,46171,33.5428
rajat24.mtx,parallel,guided,1000,8,2,1522374775,3183234,0.2091,130027,38926,29.9369
rajat24.mtx,parallel,guided,1000,8,3,1523513909,3086678,0.2026,135943,35971,26.4604
rajat24.mtx,parallel,guided,1000,8,4,1522408264,3201657,0.2103,123953,30652,24.7287
rajat24.mtx,parallel,guided,1000,8,5,1523503927,3134279,0.2057,139175,50225,36.0877
rajat24.mtx,parallel,guided,1000,16,1,1523762799,3168395,0.2079,134252,39957,29.7627
rajat24.mtx,parallel,guided,1000,16,2,1523583015,3163731,0.2077,132499,38443,29.0138
rajat24.mtx,parallel,guided,1000,16,3,1526161470,3153779,0.2066,144816,50730,35.0307
rajat24.mtx,parallel,guided,1000,16,4,1523738015,3169168,0.2080,131260,37847,28.8336
rajat24.mtx,parallel,guided,1000,16,5,1526165610,3169453,0.2077,144527,52460,36.2977
rajat24.mtx,parallel,guided,1000,32,1,1527545262,3260110,0.2134,145935,44963,30.8103
rajat24.mtx,parallel,guided,1000,32,2,1527372885,3120498,0.2043,143567,34915,24.3197
rajat24.mtx,parallel,guided,1000,32,3,1527556218,3191166,0.2089,145047,41115,28.3460
rajat24.mtx,parallel,guided,1000,32,4,1528231066,3175359,0.2078,144999,34211,23.5940
rajat24.mtx,parallel,guided,1000,32,5,1527205340,3275411,0.2145,142511,39449,27.6814
torso1.mtx,parallel,static,1,1,1,6470710023,26595712,0.4110,85518,62029,72.5333
torso1.mtx,parallel,static,1,1,2,6470710025,26567656,0.4106,84791,61736,72.8096
torso1.mtx,parallel,static,1,1,3,6470710016,26644111,0.4118,87126,62010,71.1728
torso1.mtx,parallel,static,1,1,4,6470710024,34094179,0.5269,144409,85938,59.5101
torso1.mtx,parallel,static,1,1,5,6470710023,26893346,0.4156,82897,61833,74.5902
torso1.mtx,parallel,static,1,2,1,6470863158,27183990,0.4201,115145,72292,62.7834
torso1.mtx,parallel,static,1,2,2,6470859053,26983175,0.4170,115060,69015,59.9817
torso1.mtx,parallel,static,1,2,3,6470844794,27104702,0.4189,114985,67831,58.9912
torso1.mtx,parallel,static,1,2,4,6470842358,27155662,0.4197,112249,67639,60.2580
torso1.mtx,parallel,static,1,2,5,6470844295,27278610,0.4216,115508,68678,59.4574
torso1.mtx,parallel,static,1,4,1,6471282908,27465876,0.4244,262751,109629,41.7235
torso1.mtx,parallel,static,1,4,2,6471267553,27559857,0.4259,263198,111134,42.2245
torso1.mtx,parallel,static,1,4,3,6471793725,34875512,0.5389,330570,142498,43.1068
torso1.mtx,parallel,static,1,4,4,6471789475,34834183,0.5382,329213,142854,43.3926
torso1.mtx,parallel,static,1,4,5,6471280422,27329711,0.4223,261848,108362,41.3836
torso1.mtx,parallel,static,1,8,1,6471855467,27985418,0.4324,450745,229270,50.8647
torso1.mtx,parallel,static,1,8,2,6473109895,35192033,0.5437,523934,246968,47.1372
torso1.mtx,parallel,static,1,8,3,6472930879,35253914,0.5446,532226,304854,57.2791
torso1.mtx,parallel,static,1,8,4,6471840177,27843959,0.4302,458748,242869,52.9417
torso1.mtx,parallel,static,1,8,5,6471900638,27958730,0.4320,461713,210852,45.6673
torso1.mtx,parallel,static,1,16,1,6473300352,28102005,0.4341,573029,221405,38.6377
torso1.mtx,parallel,static,1,16,2,6475637989,35333032,0.5456,658645,285808,43.3933
torso1.mtx,parallel,static,1,16,3,6473160773,27786825,0.4293,562267,264686,47.0748
torso1.mtx,parallel,static,1,16,4,6473100805,28210203,0.4358,558972,243176,43.5041
torso1.mtx,parallel,static,1,16,5,6475693127,35186424,0.5434,648302,280190,43.2191
torso1.mtx,parallel,static,1,32,1,6481493119,35240756,0.5437,703944,343995,48.8668
torso1.mtx,parallel,static,1,32,2,6481477499,35357932,0.5455,708607,356497,50.3096
torso1.mtx,parallel,static,1,32,3,6481313272,35581693,0.5490,702878,350312,49.8397
torso1.mtx,parallel,static,1,32,4,6481515116,35028235,0.5404,710175,333441,46.9519
torso1.mtx,parallel,static,1,32,5,6481351399,35046169,0.5407,700957,359385,51.2706
torso1.mtx,parallel,static,10,1,1,6470291860,33876840,0.5236,199363,134360,67.3947
torso1.mtx,parallel,static,10,1,2,6470291859,34020024,0.5258,148381,89232,60.1371
torso1.mtx,parallel,static,10,1,3,6470291858,34105577,0.5271,174815,113522,64.9384
torso1.mtx,parallel,static,10,1,4,6470291861,34008332,0.5256,140194,84568,60.3221
torso1.mtx,parallel,static,10,1,5,6470291862,34050956,0.5263,154117,95038,61.6661
torso1.mtx,parallel,static,10,2,1,6470600624,34425560,0.5320,206523,119285,57.7587
torso1.mtx,parallel,static,10,2,2,6470600249,34065847,0.5265,173881,93423,53.7281
torso1.mtx,parallel,static,10,2,3,6470599174,33908172,0.5240,171702,92863,54.0838
torso1.mtx,parallel,static,10,2,4,6470598629,34178754,0.5282,171532,92364,53.8465
torso1.mtx,parallel,static,10,2,5,6470600353,34216004,0.5288,172944,93608,54.1262
torso1.mtx,parallel,static,10,4,1,6471372914,34338300,0.5306,206676,113422,54.8791
torso1.mtx,parallel,static,10,4,2,6471359911,34238673,0.5291,205994,114765,55.7128
torso1.mtx,parallel,static,10,4,3,6471367395,34186692,0.5283,205452,110777,53.9187
torso1.mtx,parallel,static,10,4,4,6471364528,34408888,0.5317,205720,113358,55.1031
torso1.mtx,parallel,static,10,4,5,6471376459,34697822,0.5362,204398,111429,54.5157
torso1.mtx,parallel,static,10,8,1,6473886553,34043343,0.5259,332273,215809,64.9493
torso1.mtx,parallel,static,10,8,2,6471446998,26894821,0.4156,164967,112238,68.0366
torso1.mtx,parallel,static,10,8,3,6472744070,34172346,0.5279,229295,137179,59.8264
torso1.mtx,parallel,static,10,8,4,6472685533,34381218,0.5312,228591,143195,62.6424
torso1.mtx,parallel,static,10,8,5,6472704052,34317522,0.5302,229273,134195,58.5307
torso1.mtx,parallel,static,10,16,1,6475279904,34262011,0.5291,272814,160070,58.6737
torso1.mtx,parallel,static,10,16,2,6475276807,34479754,0.5325,273744,160097,58.4842
torso1.mtx,parallel,static,10,16,3,6475251017,34453435,0.5321,273056,160950,58.9440
torso1.mtx,parallel,static,10,16,4,6477625382,34254411,0.5288,345811,204429,59.1158
torso1.mtx,parallel,static,10,16,5,6472818380,27302706,0.4218,202133,131570,65.0908
torso1.mtx,parallel,static,10,32,1,6476026740,27000375,0.4169,231711,144217,62.2400
torso1.mtx,parallel,static,10,32,2,6475875473,26908623,0.4155,229922,140413,61.0698
torso1.mtx,parallel,static,10,32,3,6476353018,27167331,0.4195,232074,140295,60.4527
torso1.mtx,parallel,static,10,32,4,6476277627,27099555,0.4184,233566,147913,63.3281
torso1.mtx,parallel,static,10,32,5,6481073670,34131488,0.5266,303827,166575,54.8256
torso1.mtx,parallel,static,100,1,1,6470250043,34158016,0.5279,141722,84280,59.4685
torso1.mtx,parallel,static,100,1,2,6470250043,26768147,0.4137,84921,62957,74.1360
torso1.mtx,parallel,static,100,1,3,6470250043,34196715,0.5285,141647,85366,60.2667
torso1.mtx,parallel,static,100,1,4,6470250040,26917209,0.4160,84789,62357,73.5437
torso1.mtx,parallel,static,100,1,5,6470250040,26655973,0.4120,85351,62366,73.0700
torso1.mtx,parallel,static,100,2,1,6470430076,26832962,0.4147,96044,65664,68.3687
torso1.mtx,parallel,static,100,2,2,6470411250,27056198,0.4182,94594,64972,68.6851
torso1.mtx,parallel,static,100,2,3,6470428083,26857530,0.4151,95513,65580,68.6608
torso1.mtx,parallel,static,100,2,4,6470413800,26709448,0.4128,95062,64419,67.7652
torso1.mtx,parallel,static,100,2,5,6470407881,26627336,0.4115,95565,65199,68.2248
torso1.mtx,parallel,static,100,4,1,6470740517,26831603,0.4147,103726,73536,70.8945
torso1.mtx,parallel,static,100,4,2,6470745468,26714805,0.4129,103501,72393,69.9443
torso1.mtx,parallel,static,100,4,3,6470753711,26644482,0.4118,103054,72449,70.3020
torso1.mtx,parallel,static,100,4,4,6470740219,26827413,0.4146,104256,72762,69.7917
torso1.mtx,parallel,static,100,4,5,6470746147,26663001,0.4121,103866,72839,70.1279
torso1.mtx,parallel,static,100,8,1,6472671782,34251202,0.5292,164070,103101,62.8396
torso1.mtx,parallel,static,100,8,2,6472667294,34039120,0.5259,166139,102592,61.7507
torso1.mtx,parallel,static,100,8,3,6472669801,34110289,0.5270,165229,101313,61.3167
torso1.mtx,parallel,static,100,8,4,6472680289,34238492,0.5290,165988,103383,62.2834
torso1.mtx,parallel,static,100,8,5,6472673360,34106999,0.5269,167525,103156,61.5765
torso1.mtx,parallel,static,100,16,1,6473391660,26968606,0.4166,114215,80124,70.1519
torso1.mtx,parallel,static,100,16,2,6473503091,26886688,0.4153,113082,79621,70.4100
torso1.mtx,parallel,static,100,16,3,6473026130,26706982,0.4126,111927,76729,68.5527
torso1.mtx,parallel,static,100,16,4,6473003392,26842692,0.4147,112082,77201,68.8790
torso1.mtx,parallel,static,100,16,5,6473364323,26912232,0.4157,112264,78651,70.0590
torso1.mtx,parallel,static,100,32,1,6489659538,33860483,0.5218,296245,169367,57.1713
torso1.mtx,parallel,static,100,32,2,6477235742,26721167,0.4125,118908,79054,66.4833
torso1.mtx,parallel,static,100,32,3,6477124260,26965493,0.4163,116396,79770,68.5333
torso1.mtx,parallel,static,100,32,4,6477637654,26946449,0.4160,117566,79536,67.6522
torso1.mtx,parallel,static,100,32,5,6477696403,27070598,0.4179,115606,78256,67.6920
torso1.mtx,parallel,static,1000,1,1,6470245867,27060149,0.4182,84463,61431,72.7313
torso1.mtx,parallel,static,1000,1,2,6470245865,26517445,0.4098,86710,62453,72.0251
torso1.mtx,parallel,static,1000,1,3,6470245866,26788275,0.4140,85189,61566,72.2699
torso1.mtx,parallel,static,1000,1,4,6470245860,26652251,0.4119,84130,62729,74.5620
torso1.mtx,parallel,static,1000,1,5,6470245865,34281514,0.5298,145071,86359,59.5288
torso1.mtx,parallel,static,1000,2,1,6470492684,26810686,0.4144,85346,62115,72.7802
torso1.mtx,parallel,static,1000,2,2,6470665095,34125023,0.5274,142166,84395,59.3637
torso1.mtx,parallel,static,1000,2,3,6470487788,26841740,0.4148,86206,62767,72.8105
torso1.mtx,parallel,static,1000,2,4,6470489369,26861705,0.4151,85455,62662,73.3275
torso1.mtx,parallel,static,1000,2,5,6470489272,26753864,0.4135,86787,62197,71.6663
torso1.mtx,parallel,static,1000,4,1,6471220166,26711446,0.4128,88085,64591,73.3280
torso1.mtx,parallel,static,1000,4,2,6471234013,26724086,0.4130,89449,65242,72.9377
torso1.mtx,parallel,static,1000,4,3,6471234079,27115578,0.4190,88674,65139,73.4590
torso1.mtx,parallel,static,1000,4,4,6471199366,26994751,0.4172,87199,64106,73.5169
torso1.mtx,parallel,static,1000,4,5,6471735490,34385423,0.5313,146977,87445,59.4957
torso1.mtx,parallel,static,1000,8,1,6471717454,26731323,0.4130,93259,68063,72.9828
torso1.mtx,parallel,static,1000,8,2,6471778452,27068830,0.4183,92375,66874,72.3940
torso1.mtx,parallel,static,1000,8,3,6471713458,26862136,0.4151,91203,66552,72.9713
torso1.mtx,parallel,static,1000,8,4,6471775245,26816738,0.4144,92542,67643,73.0944
torso1.mtx,parallel,static,1000,8,5,6471750823,26917703,0.4159,93061,67651,72.6953
torso1.mtx,parallel,static,1000,16,1,6473915889,26682403,0.4122,98143,69495,70.8099
torso1.mtx,parallel,static,1000,16,2,6476097071,34075697,0.5262,151954,93463,61.5074
torso1.mtx,parallel,static,1000,16,3,6473651275,26680180,0.4121,96601,69053,71.4827
torso1.mtx,parallel,static,1000,16,4,6476045162,34126418,0.5270,151160,92862,61.4329
